transaction_id,amount,oldbalanceOrg,newbalanceOrig,is_fraud
4816,2340,6257,3917,0
4817,4696,3951,-745,0
4818,1912,8389,6477,0
4819,4680,15666,10986,0
4820,7153,15952,8799,0
4821,2069,19939,17870,0
4822,150,15227,15077,0
4823,1799,18534,16735,0
4824,26,16624,16598,0
4825,474,2735,2261,0
4826,4481,18422,13941,0
4827,1837,7369,5532,0
4828,8721,8127,-594,0
4829,5966,3912,-2054,0
4830,99,16464,16365,0
4831,4825,13606,8781,0
4832,2861,2242,-619,0
4833,2853,16636,13783,0
4834,9127,11108,1981,0
4835,6553,9098,2545,0
4836,5911,4412,-1499,0
4837,979,19883,18904,0
4838,1104,12632,11528,0
4839,6134,14231,8097,0
4840,7357,16183,8826,0
4841,3205,8160,4955,0
4842,1414,18597,17183,0
4843,6950,12123,5173,0
4844,4300,17802,13502,0
4845,3992,5960,1968,0
4846,5565,1788,-3777,0
4847,7964,19255,11291,0
4848,4723,14350,9627,0
4849,3102,19409,16307,0
4850,4169,3446,-723,0
4851,6318,17183,10865,0
4852,7488,9752,2264,0
4853,15011,14440,-705,1
4854,4943,13096,8153,0
4855,4936,17923,12987,0
4856,9389,7499,-1890,0
4857,3979,15767,11788,0
4858,2975,12337,9362,0
4859,4329,16819,12490,0
4860,8985,16784,7799,0
4861,7118,6311,-807,0
4862,9151,12452,3301,0
4863,3949,15574,11625,0
4864,54,19279,19225,0
4865,1820,16952,15132,0
4866,4576,3500,-1076,0
4867,9031,15718,6687,0
4868,1919,3829,1910,0
4869,6374,1047,-5327,0
4870,2591,3364,773,0
4871,701,13864,13163,0
4872,941,9177,8236,0
4873,7920,14347,6427,0
4874,6392,8931,2539,0
4875,3416,13841,10425,0
4876,8349,12844,4495,0
4877,1042,9594,8552,0
4878,1321,14418,13097,0
4879,8589,3086,-5503,0
4880,3131,11419,8288,0
4881,1883,12602,10719,0
4882,9117,12182,3065,0
4883,6791,13835,7044,0
4884,3758,18533,14775,0
4885,287,17446,17159,0
4886,1869,4153,2284,0
4887,5939,10200,4261,0
4888,6802,11223,4421,0
4889,4723,11273,6550,0
4890,4685,1751,-2934,0
4891,1180,9849,8669,0
4892,8691,18084,9393,0
4893,9384,17220,7836,0
4894,5318,11348,6030,0
4895,2472,18924,16452,0
4896,9832,7167,-2665,0
4897,297,7364,7067,0
4898,5963,2983,-2980,0
4899,4292,15629,11337,0
4900,1917,17288,15371,0
4901,1171,12273,11102,0
4902,139,8648,8509,0
4903,6347,8894,2547,0
4904,2373,14305,11932,0
4905,8161,13925,5764,0
4906,5993,19698,13705,0
4907,153,11327,11174,0
4908,8217,19033,10816,0
4909,13562,12411,-1741,1
4910,254,7900,7646,0
4911,936,17137,16201,0
4912,3188,4800,1612,0
4913,2186,3478,1292,0
4914,5012,10967,5955,0
4915,896,11158,10262,0
4916,8542,8054,-488,0
4917,3408,7059,3651,0
4918,8507,10959,2452,0
4919,9109,13007,3898,0
4920,2664,9433,6769,0
4921,7402,7209,-193,0
4922,1381,8115,6734,0
4923,7145,14068,6923,0
4924,330,19640,19310,0
4925,4664,4368,-296,0
4926,5310,17128,11818,0
4927,6771,3827,-2944,0
4928,6864,16990,10126,0
4929,5515,3487,-2028,0
4930,9333,14347,5014,0
4931,6563,17277,10714,0
4932,4052,2643,-1409,0
4933,9019,18596,9577,0
4934,7508,1019,-6489,0
4935,6646,1675,-4971,0
4936,7372,17992,10620,0
4937,21,17445,17424,0
4938,204,10457,10253,0
4939,8907,2154,-7669,1
4940,2852,10820,7968,0
4941,2239,10818,8579,0
4942,3019,4716,1697,0
4943,7994,6242,-1752,0
4944,2087,6022,3935,0
4945,7855,18826,10971,0
4946,3877,2653,-1224,0
4947,4883,3502,-1381,0
4948,8645,17665,9020,0
4949,307,15086,14779,0
4950,5866,4403,-1463,0
4951,9046,2235,-6811,0
4952,1025,14149,13124,0
4953,15246,15396,-498,1
4954,9599,15430,5831,0
4955,8755,18169,9414,0
4956,2360,14864,12504,0
4957,1279,16506,15227,0
4958,1270,12509,11239,0
4959,7711,4194,-3517,0
4960,8386,5789,-2597,0
4961,4573,11638,7065,0
4962,6907,6350,-557,0
4963,5682,1533,-4149,0
4964,5603,4663,-940,0
4965,6165,1129,-5036,0
4966,5553,13563,8010,0
4967,7250,2858,-4392,0
4968,4693,16735,12042,0
4969,1891,13342,11451,0
4970,8723,4649,-4074,0
4971,3819,11978,8159,0
4972,5817,5860,43,0
4973,4893,10412,5519,0
4974,17658,9833,-8589,1
4975,4165,15135,10970,0
4976,4683,1723,-2960,0
4977,1419,1737,318,0
4978,9896,14879,4983,0
4979,18044,2299,-16094,1
4980,7462,1339,-6123,0
4981,8728,1152,-7576,0
4982,2182,10613,8431,0
4983,289,14755,14466,0
4984,14330,16982,2000,1
4985,2679,1426,-1253,0
4986,7835,10327,2492,0
4987,9953,19756,9803,0
4988,3991,12521,8530,0
4989,4779,18333,13554,0
4990,18648,2373,-16948,1
4991,4437,8082,3645,0
4992,6145,10893,4748,0
4993,5583,19866,14283,0
4994,4141,8593,4452,0
4995,9910,10495,585,0
4996,7199,17754,10555,0
4997,4545,8837,4292,0
4998,2786,12172,9386,0
4999,9321,19680,10359,0
5000,7707,11317,3610,0
5001,8396,11934,3538,0
5002,672,19748,19076,0
5003,8681,6230,-2451,0
5004,8054,14645,6591,0
5005,4228,9954,5726,0
5006,9625,13254,3629,0
5007,5070,18388,13318,0
5008,5884,8057,2173,0
5009,5591,4755,-836,0
5010,2024,3846,1822,0
5011,3799,3964,165,0
5012,9113,9878,765,0
5013,7158,13648,6490,0
5014,7776,3755,-4021,0
5015,2374,7473,5099,0
5016,3639,15554,11915,0
5017,5929,2693,-3236,0
5018,5685,12084,6399,0
5019,8882,13003,4121,0
5020,6648,18068,11420,0
5021,4661,3919,-742,0
5022,619,4756,4137,0
5023,7950,4283,-3667,0
5024,3876,5691,1815,0
5025,381,8350,7969,0
5026,15920,18540,2379,1
5027,625,4061,3436,0
5028,6921,6919,-2,0
5029,6020,18676,12656,0
5030,2263,11076,8813,0
5031,4952,10752,5800,0
5032,874,17012,16138,0
5033,1278,10175,8897,0
5034,7464,8902,1438,0
5035,8986,3067,-5919,0
5036,4581,2979,-1602,0
5037,5239,19120,13881,0
5038,2247,19302,17055,0
5039,4064,1700,-2364,0
5040,945,5046,4101,0
5041,14700,3073,-12164,1
5042,7901,12945,5044,0
5043,335,17778,17443,0
5044,9736,4048,-5688,0
5045,7784,1522,-6262,0
5046,3871,12101,8230,0
5047,1995,9741,7746,0
5048,4942,18852,13910,0
5049,4613,13674,9061,0
5050,2788,18805,16017,0
5051,9472,1285,-8187,0
5052,8842,12957,4115,0
5053,7764,8108,344,0
5054,4088,15990,11902,0
5055,1377,18829,17452,0
5056,4052,6837,2785,0
5057,2585,16032,13447,0
5058,6764,2466,-4298,0
5059,1591,10106,8515,0
5060,1996,9479,7483,0
5061,2250,11280,9030,0
5062,3976,6932,2956,0
5063,7614,10996,3382,0
5064,8330,2178,-6152,0
5065,5978,3551,-2427,0
5066,9053,17025,7972,0
5067,7503,10780,3277,0
5068,4113,11148,7035,0
5069,2086,10967,8881,0
5070,5241,5862,621,0
5071,3004,10179,7175,0
5072,3754,6855,3101,0
5073,8841,18587,9559,1
5074,7541,2119,-5422,0
5075,7381,4975,-2406,0
5076,1654,13919,12265,0
5077,3154,10602,7448,0
5078,252,13695,13443,0
5079,4095,2292,-1803,0
5080,7964,10386,2422,0
5081,7279,11140,3861,0
5082,7140,19601,12461,0
5083,6838,12772,5934,0
5084,8372,7590,-782,0
5085,8854,14977,6123,0
5086,6341,18401,12060,0
5087,3522,6176,2654,0
5088,1509,13399,11890,0
5089,2168,7647,5479,0
5090,5172,7015,1843,0
5091,4049,16845,12796,0
5092,2045,19473,17428,0
5093,7987,3056,-4931,0
5094,867,13176,12309,0
5095,3833,11003,7170,0
5096,6780,14747,7967,0
5097,9251,4114,-5137,0
5098,308,14442,14134,0
5099,7254,8383,1129,0
5100,9558,2629,-7076,1
5101,4242,18927,14685,0
5102,4316,19288,14972,0
5103,2809,18820,16011,0
5104,6588,4317,-2271,0
5105,4885,12251,7366,0
5106,5336,5116,-220,0
5107,6592,10623,4031,0
5108,1812,7123,5311,0
5109,2667,4061,1394,0
5110,3356,9089,5733,0
5111,9673,4731,-4942,0
5112,2959,7327,4368,0
5113,951,17361,16410,0
5114,1917,16907,14990,0
5115,4847,3046,-1801,0
5116,8115,12332,4217,0
5117,1253,6064,4811,0
5118,5706,10445,4739,0
5119,1476,1722,246,0
5120,3967,14289,10322,0
5121,1976,16210,14234,0
5122,385,8564,8179,0
5123,272,9275,9003,0
5124,4372,4819,447,0
5125,6512,4364,-2148,0
5126,7843,5318,-2525,0
5127,1903,12479,10576,0
5128,8116,8398,282,0
5129,1662,3452,1790,0
5130,5550,1425,-4125,0
5131,3902,14865,10963,0
5132,609,14507,13898,0
5133,4825,9799,4974,0
5134,1922,3124,1202,0
5135,9494,18684,9190,0
5136,8802,6015,-2787,0
5137,8582,9657,1075,0
5138,4223,19348,15125,0
5139,3647,11731,8084,0
5140,9300,19744,10444,0
5141,5609,19423,13814,0
5142,6458,17308,10850,0
5143,8567,18568,10001,0
5144,7392,15643,8251,0
5145,8992,4934,-4058,0
5146,3579,12409,8830,0
5147,7717,9172,1455,0
5148,756,1777,1021,0
5149,8514,16905,8391,0
5150,4643,3418,-1225,0
5151,930,13454,12524,0
5152,9279,3439,-5840,0
5153,7018,8804,1786,0
5154,2391,14023,11632,0
5155,3628,15826,12198,0
5156,8999,14212,5213,0
5157,4453,2989,-1464,0
5158,282,8868,8586,0
5159,1783,10258,8475,0
5160,2557,1944,-613,0
5161,3174,19281,16107,0
5162,4790,6150,1360,0
5163,956,19081,18125,0
5164,516,12006,11490,0
5165,6729,11680,4951,0
5166,8445,16204,7759,0
5167,17768,2665,-16025,1
5168,6370,13811,7441,0
5169,7667,9951,2284,0
5170,3600,11349,7749,0
5171,1202,10543,9341,0
5172,1474,10460,8986,0
5173,400,2785,2385,0
5174,5625,6948,1323,0
5175,6116,15498,9382,0
5176,8874,19991,11117,0
5177,2570,3630,1060,0
5178,5877,8660,2783,0
5179,1221,1238,17,0
5180,9131,14891,5760,0
5181,13715,10338,-3687,1
5182,9114,10749,1635,0
5183,653,11349,10696,0
5184,8703,14582,5879,0
5185,8931,12643,3712,0
5186,1293,13245,11952,0
5187,7690,8899,1209,0
5188,7355,8145,790,0
5189,4396,6861,2465,0
5190,929,14051,13122,0
5191,2349,17632,15283,0
5192,8957,13321,4364,0
5193,5940,5323,-617,0
5194,5412,3860,-1552,0
5195,5673,18107,12434,0
5196,5285,15919,10634,0
5197,517,1569,1052,0
5198,1446,9411,7965,0
5199,8760,10586,1826,0
5200,7364,3122,-4242,0
5201,4526,15409,10883,0
5202,3632,4089,457,0
5203,4409,15242,10833,0
5204,5047,8210,3163,0
5205,8121,17433,9312,0
5206,3725,1514,-2211,0
5207,7847,11983,4136,0
5208,1311,11970,10659,0
5209,7380,11810,4430,0
5210,5195,11029,5834,0
5211,2165,5671,3506,0
5212,6421,18549,12128,0
5213,6375,11441,5066,0
5214,702,1414,712,0
5215,1488,16093,14605,0
5216,6406,18488,12082,0
5217,8458,3416,-5042,0
5218,9339,6611,-3066,1
5219,2656,16231,13575,0
5220,5219,9395,4176,0
5221,6543,9260,2717,0
5222,4687,13648,8961,0
5223,7221,14342,7121,0
5224,9937,15210,5273,0
5225,2655,7833,5178,0
5226,8220,5752,-2468,0
5227,9326,12978,3652,0
5228,7943,9727,1784,0
5229,5486,6023,537,0
5230,7938,1982,-5956,0
5231,2090,15305,13215,0
5232,6099,17146,11047,0
5233,7406,18729,11323,0
5234,9749,12201,2452,0
5235,7807,17910,10103,0
5236,871,18314,17443,0
5237,8356,19666,11310,0
5238,3504,19330,15826,0
5239,914,16365,15451,0
5240,1279,11733,10454,0
5241,6220,11108,4020,1
5242,9045,4360,-4685,0
5243,9984,10785,801,0
5244,9766,9112,-654,0
5245,1194,17016,15822,0
5246,8948,4625,-4323,0
5247,1735,6469,4734,0
5248,8472,2223,-6249,0
5249,5821,8110,2289,0
5250,5616,10157,4541,0
5251,3966,14251,10285,0
5252,181,5992,5811,0
5253,8475,14646,6171,0
5254,2316,12870,10554,0
5255,9360,5787,-3573,0
5256,9908,19756,9848,0
5257,9973,12140,2167,0
5258,431,4299,3868,0
5259,5550,10360,4810,0
5260,9411,7451,-1960,0
5261,4685,13941,9256,0
5262,9092,16993,7901,0
5263,6758,15620,8862,0
5264,6113,19791,13678,0
5265,1483,14084,12601,0
5266,3253,6027,2774,0
5267,2191,5260,3069,0
5268,9651,5828,-3823,0
5269,3106,9772,6666,0
5270,6656,10012,3356,0
5271,9792,9315,-477,0
5272,5892,15259,9367,0
5273,5992,13631,7639,0
5274,5808,19258,13450,0
5275,9637,4123,-5514,0
5276,8425,5224,-3201,0
5277,8421,11977,3556,0
5278,9856,15608,5752,0
5279,8466,2210,-6256,0
5280,9155,10218,1063,0
5281,4534,13453,8919,0
5282,6569,6429,-140,0
5283,7630,16210,8580,0
5284,2784,9689,6905,0
5285,5683,13721,8038,0
5286,3134,10885,7751,0
5287,8681,9182,501,0
5288,1363,9916,8553,0
5289,9091,1375,-7716,0
5290,3864,19070,15206,0
5291,8144,6012,-2132,0
5292,934,17640,16706,0
5293,2180,1050,-1130,0
5294,5516,7590,2074,0
5295,2405,8437,6032,0
5296,8230,16162,7932,0
5297,8236,17978,9742,0
5298,5525,14105,8580,0
5299,2680,5731,3051,0
5300,3375,4873,1498,0
5301,598,12628,12030,0
5302,3148,10264,7116,0
5303,9105,6748,-2357,0
5304,6673,2476,-4197,0
5305,4096,9032,4936,0
5306,8541,4020,-4521,0
5307,4280,13684,9404,0
5308,6029,11922,5893,0
5309,9916,16386,6470,0
5310,566,9066,8500,0
5311,8032,13089,5057,0
5312,5462,14408,8946,0
5313,3577,9167,5590,0
5314,3909,13816,9907,0
5315,6487,3233,-3254,0
5316,7510,9117,1607,0
5317,1026,15550,14524,0
5318,6480,7359,879,0
5319,2072,15364,13292,0
5320,9040,5197,-3843,0
5321,9839,11293,1454,0
5322,4331,10332,6001,0
5323,3506,1615,-1891,0
5324,1823,13844,12021,0
5325,6266,13401,7135,0
5326,9653,18950,9297,0
5327,2323,10168,7845,0
5328,9716,10508,792,0
5329,1241,16554,15313,0
5330,9847,3339,-6508,0
5331,5841,17246,11405,0
5332,3009,9109,6100,0
5333,3450,11288,7838,0
5334,4066,14317,10251,0
5335,315,17762,17447,0
5336,9925,4465,-5460,0
5337,1699,19655,17956,0
5338,9719,18391,8672,0
5339,3927,7800,3873,0
5340,7090,17493,10403,0
5341,8621,3771,-4850,0
5342,2946,4883,1937,0
5343,3872,3600,-272,0
5344,9652,6518,-3134,0
5345,5659,18389,12730,0
5346,3271,17689,14418,0
5347,9366,16923,7557,0
5348,1829,6701,4872,0
5349,1352,1958,606,0
5350,5570,8595,3025,0
5351,2236,4538,2302,0
5352,1089,19014,17925,0
5353,4216,10983,6767,0
5354,6290,3603,-2687,0
5355,7245,14467,7222,0
5356,823,1205,382,0
5357,5099,13442,8343,0
5358,2041,6691,4650,0
5359,8524,7141,-1383,0
5360,9105,7728,-1377,0
5361,9743,7030,-2713,0
5362,13426,17562,3850,1
5363,2663,14383,11720,0
5364,3350,17496,14146,0
5365,7886,9948,2062,0
5366,1151,10088,8937,0
5367,9051,15214,6163,0
5368,8568,9977,1409,0
5369,2907,2803,-104,0
5370,9291,16389,7098,0
5371,4051,19682,15631,0
5372,2048,13270,11222,0
5373,4280,2542,-1738,0
5374,4693,8259,3566,0
5375,504,13400,12896,0
5376,7126,13546,6420,0
5377,1794,3154,1360,0
5378,3520,9766,6246,0
5379,3796,16749,12953,0
5380,5276,12230,6954,0
5381,9200,18765,9565,0
5382,5438,6902,1464,0
5383,6691,2222,-4469,0
5384,6903,2501,-4402,0
5385,9653,10050,397,0
5386,9953,17208,7255,0
5387,4668,4574,-94,0
5388,7092,4729,-2363,0
5389,6879,12157,5278,0
5390,7617,8476,859,0
5391,7679,18945,11266,0
5392,6229,15962,9733,0
5393,4544,3522,-1022,0
5394,5989,3391,-2598,0
5395,8900,19567,10667,0
5396,1322,13074,11752,0
5397,2972,12796,9824,0
5398,2948,3078,130,0
5399,3207,13269,10062,0
5400,5306,15362,10056,0
5401,7214,18504,11290,0
5402,5740,13960,8220,0
5403,136,11715,11579,0
5404,5612,4370,-1242,0
5405,1201,2908,1707,0
5406,2649,5307,2658,0
5407,1376,12297,10921,0
5408,9221,17881,8660,0
5409,6463,4587,-1876,0
5410,6681,13385,6704,0
5411,6693,3413,-3280,0
5412,4549,11952,7403,0
5413,8886,4457,-4429,0
5414,2897,9464,6567,0
5415,9664,2150,-7514,0
5416,4096,15537,11441,0
5417,2271,8454,6183,0
5418,4190,15785,11595,0
5419,2851,12581,9730,0
5420,9969,1018,-8951,0
5421,6050,10808,4758,0
5422,3570,17368,13798,0
5423,4768,6577,1809,0
5424,636,5081,4445,0
5425,5024,7454,2430,0
5426,1385,9933,8548,0
5427,1191,3671,2480,0
5428,5718,11971,6253,0
5429,500,15970,15470,0
5430,3739,7387,3648,0
5431,5984,7833,1849,0
5432,3544,1514,-2030,0
5433,3306,1206,-2100,0
5434,1950,1947,-3,0
5435,5024,11633,6609,0
5436,1892,16380,14488,0
5437,4918,19212,14294,0
5438,2997,7861,4864,0
5439,5595,7094,1499,0
5440,3169,7345,4176,0
5441,4540,19551,15011,0
5442,691,14960,14269,0
5443,5264,7532,2268,0
5444,1083,6943,5860,0
5445,2397,15569,13172,0
5446,2703,10848,8145,0
5447,9572,9793,221,0
5448,4350,6439,2089,0
5449,2166,2203,37,0
5450,7976,10583,2607,0
5451,2590,15411,12821,0
5452,7267,14117,6850,0
5453,2169,8386,6217,0
5454,6782,4131,-2651,0
5455,1637,17933,16296,0
5456,8229,18628,10399,0
5457,7090,13078,5988,0
5458,1995,7205,5210,0
5459,9723,14869,5146,0
5460,8498,1658,-6840,0
5461,2191,15382,13191,0
5462,2306,13122,10816,0
5463,7174,12059,4885,0
5464,2607,14335,11728,0
5465,911,19075,18164,0
5466,6070,11417,5347,0
5467,9300,12258,2958,0
5468,1687,11139,9452,0
5469,2891,10557,7666,0
5470,5632,8735,3103,0
5471,8062,18351,10289,0
5472,1388,18788,17400,0
5473,1258,10947,9689,0
5474,5660,16544,10884,0
5475,6089,15795,9706,0
5476,9466,2579,-6887,0
5477,7046,11987,4941,0
5478,6497,6992,495,0
5479,1068,1050,-18,0
5480,2058,7452,5394,0
5481,6125,6153,28,0
5482,4258,16340,12082,0
5483,2486,14900,12414,0
5484,4613,15970,11357,0
5485,15952,3787,-12879,1
5486,9963,14381,4418,0
5487,230,16589,16359,0
5488,4828,16839,12011,0
5489,7202,3155,-4047,0
5490,4633,8019,3386,0
5491,7359,8607,1248,0
5492,5628,11928,6300,0
5493,9866,16657,6791,0
5494,7219,9598,2379,0
5495,4586,12571,7985,0
5496,1881,17206,15325,0
5497,7925,12887,4962,0
5498,1472,16028,14556,0
5499,5531,16975,11444,0
5500,8546,14839,6293,0
5501,8246,14919,6673,0
5502,7823,6412,-1411,0
5503,2078,5499,3421,0
5504,5763,5909,146,0
5505,7247,16478,9231,0
5506,7026,12094,5068,0
5507,6201,8654,2453,0
5508,1524,16982,15458,0
5509,2608,19608,17000,0
5510,1011,3920,2909,0
5511,1043,6615,5572,0
5512,6909,5315,-1594,0
5513,8475,13460,4985,0
5514,5061,3783,-1278,0
5515,9981,10605,624,0
5516,4486,13789,9303,0
5517,488,12840,12352,0
5518,525,4331,3806,0
5519,1201,19562,18361,0
5520,6307,18181,11874,0
5521,9613,3846,-5767,0
5522,12388,1929,-11055,1
5523,8344,5818,-2526,0
5524,7788,3262,-4526,0
5525,6018,13775,7757,0
5526,7997,8549,552,0
5527,3342,10409,7067,0
5528,797,10656,9859,0
5529,14711,5174,-10516,1
5530,9883,5770,-4113,0
5531,632,6833,6201,0
5532,3851,19677,15826,0
5533,3686,3045,-641,0
5534,2582,2037,-545,0
5535,6925,7242,317,0
5536,5043,10651,5608,0
5537,7798,13321,5523,0
5538,5224,7162,1938,0
5539,4722,5073,351,0
5540,76,18667,18591,0
5541,7543,17035,9492,0
5542,15426,7732,-8243,1
5543,1150,4487,3337,0
5544,5740,3184,-2556,0
5545,7475,14890,7415,0
5546,9389,10417,1028,0
5547,4481,6495,2014,0
5548,3349,19681,16332,0
5549,558,15781,15223,0
5550,7685,8097,412,0
5551,8274,9469,1195,0
5552,208,13399,13191,0
5553,9983,17202,7219,0
5554,581,11985,11404,0
5555,800,7831,7031,0
5556,9840,17775,7935,0
5557,1184,1968,784,0
5558,188,11382,11194,0
5559,2254,6151,3897,0
5560,4096,11818,7722,0
5561,744,11792,11048,0
5562,6242,7125,883,0
5563,808,5370,4562,0
5564,7611,5838,-1773,0
5565,8989,17175,8186,0
5566,13082,4134,-9459,1
5567,4598,13691,9093,0
5568,7307,11431,4124,0
5569,3094,12556,9462,0
5570,741,2054,1313,0
5571,1139,3669,2530,0
5572,1615,17659,16044,0
5573,2943,17081,14138,0
5574,9417,13938,4521,0
5575,8526,6717,-1809,0
5576,5084,13282,8198,0
5577,7109,15891,8782,0
5578,1500,10297,8797,0
5579,903,15201,14298,0
5580,1400,17289,15889,0
5581,3399,13873,10474,0
5582,4249,17512,13263,0
5583,4489,14448,9959,0
5584,2273,16198,13925,0
5585,3442,8622,5180,0
5586,2381,9080,6699,0
5587,4322,3402,-920,0
5588,1525,19031,17506,0
5589,6336,4556,-1780,0
5590,7098,3193,-3905,0
5591,5596,11239,5643,0
5592,2927,19518,16591,0
5593,5741,9583,3842,0
5594,7696,19663,11967,0
5595,1177,13875,12698,0
5596,8312,11686,3374,0
5597,5119,18536,13417,0
5598,4337,2294,-2043,0
5599,5820,16448,10628,0
5600,3665,11367,7702,0
5601,3803,14337,10534,0
5602,9957,7654,-2303,0
5603,6748,18333,11585,0
5604,1587,13693,12106,0
5605,9498,10241,743,0
5606,2230,5075,2845,0
5607,9174,13651,4477,0
5608,1040,10275,9235,0
5609,6701,13838,7137,0
5610,4002,2658,-1344,0
5611,923,7932,7009,0
5612,6368,15248,8880,0
5613,2191,7959,5768,0
5614,3207,19201,15994,0
5615,6050,9382,3332,0
5616,1472,17844,16372,0
5617,7047,15999,8952,0
5618,9509,7376,-2133,0
5619,5004,19905,14901,0
5620,9391,4476,-4915,0
5621,5318,5366,48,0
5622,6231,17206,10975,0
5623,7100,13458,6358,0
5624,18922,1027,-18239,1
5625,697,12164,11467,0
5626,4671,7548,2877,0
5627,9409,4024,-5385,0
5628,1904,2264,360,0
5629,7399,10047,2648,0
5630,4932,13217,8285,0
5631,6332,7587,1255,0
5632,3193,7577,4384,0
5633,3807,18635,14828,0
5634,5188,13796,8608,0
5635,9846,4870,-4976,0
5636,3978,2326,-1652,0
5637,2726,10217,7491,0
5638,200,17745,17545,0
5639,1345,18602,17257,0
5640,8191,1605,-6586,0
5641,388,19054,18666,0
5642,3839,14003,10164,0
5643,6390,11489,5099,0
5644,625,18661,18036,0
5645,11456,17782,5408,1
5646,1764,14487,12723,0
5647,473,19556,19083,0
5648,9168,15733,6565,0
5649,4277,7274,2997,0
5650,3168,11844,8676,0
5651,3634,14189,10555,0
5652,4948,18328,13380,0
5653,5427,11971,6544,0
5654,6014,6965,951,0
5655,8891,13621,4730,0
5656,5613,7348,1735,0
5657,2222,18580,16358,0
5658,6130,18596,12466,0
5659,5828,1823,-4005,0
5660,392,8084,7692,0
5661,2266,13455,11189,0
5662,1422,11607,10185,0
5663,9785,17919,8134,0
5664,6156,15236,9080,0
5665,381,17236,16855,0
5666,5816,11819,6003,0
5667,5575,12969,7394,0
5668,8812,18333,9521,0
5669,8317,12700,4383,0
5670,7447,1543,-5904,0
5671,456,4900,4444,0
5672,1401,12945,11544,0
5673,1350,5224,3874,0
5674,2949,14758,11809,0
5675,5979,15949,9970,0
5676,9275,3866,-5409,0
5677,4823,19630,14807,0
5678,3579,19220,15641,0
5679,5464,9268,3804,0
5680,3160,13813,10653,0
5681,9807,17732,7925,0
5682,6424,5601,-823,0
5683,4667,13930,9263,0
5684,6957,5333,-1624,0
5685,7953,6399,-1554,0
5686,3672,18839,15167,0
5687,4492,19569,15077,0
5688,4807,8436,3629,0
5689,5078,15947,10869,0
5690,5490,14961,9471,0
5691,8043,9086,1043,0
5692,993,4682,3689,0
5693,5617,19230,13613,0
5694,8553,2854,-5699,0
5695,9926,3985,-5941,0
5696,9481,11817,2336,0
5697,1917,8496,6579,0
5698,6934,1558,-5376,0
5699,9226,2254,-6972,0
5700,8747,16667,7920,0
5701,4184,19065,14881,0
5702,9090,17078,7988,0
5703,7275,11006,3731,0
5704,9307,7283,-2024,0
5705,2000,9854,7854,0
5706,5606,13308,7702,0
5707,4008,4325,317,0
5708,3785,18625,14840,0
5709,9122,4143,-4979,0
5710,4655,4037,-618,0
5711,2071,13417,11346,0
5712,4497,19165,14668,0
5713,4445,5675,1230,0
5714,2654,18861,16207,0
5715,1055,8148,7093,0
5716,7961,8551,590,0
5717,6459,17490,11031,0
5718,2691,3668,977,0
5719,3209,18548,15339,0
5720,16759,15912,-968,1
5721,9140,18541,9401,0
5722,7450,3246,-4204,0
5723,8643,7653,-990,0
5724,2560,12133,9573,0
5725,4235,8649,4414,0
5726,606,17895,17289,0
5727,6064,9441,3377,0
5728,1515,1888,373,0
5729,9063,10215,1152,0
5730,6478,9791,3313,0
5731,7246,19914,12668,0
5732,1561,12075,10514,0
5733,9938,16204,6266,0
5734,6862,19448,12586,0
5735,1459,10950,9491,0
5736,5963,6413,450,0
5737,8466,7537,-929,0
5738,8052,4569,-3483,0
5739,2669,2242,-427,0
5740,7519,5329,-2190,0
5741,7903,11487,3584,0
5742,7455,19309,11854,0
5743,2731,4395,1664,0
5744,9664,17824,8160,0
5745,9647,9039,-608,0
5746,2935,9198,6263,0
5747,9834,2586,-7248,0
5748,7114,18209,11095,0
5749,6250,4824,-1426,0
5750,522,18652,18130,0
5751,225,4436,4211,0
5752,7309,9089,1780,0
5753,3163,17057,13894,0
5754,7460,2310,-5150,0
5755,1716,10819,9103,0
5756,1577,16465,14888,0
5757,1138,14457,13319,0
5758,3520,1477,-2043,0
5759,7877,9906,2029,0
5760,2375,10868,8493,0
5761,5593,19546,13953,0
5762,4907,1508,-3399,0
5763,5728,8319,2591,0
5764,6011,1381,-4630,0
5765,4577,16287,11710,0
5766,9281,2845,-6436,0
5767,2751,13562,10811,0
5768,3030,10910,7880,0
5769,6266,5629,-637,0
5770,238,6704,6466,0
5771,8372,2776,-5596,0
5772,304,16513,16209,0
5773,4294,19668,15374,0
5774,8627,16228,7601,0
5775,6811,2244,-4567,0
5776,928,2333,1405,0
5777,508,4669,4161,0
5778,2819,18584,15765,0
5779,15307,19178,3380,1
5780,9027,16579,7552,0
5781,3789,18838,15049,0
5782,2128,2933,805,0
5783,6401,1746,-4655,0
5784,155,10032,9877,0
5785,7952,7827,-125,0
5786,4575,17197,12622,0
5787,202,1792,1590,0
5788,5197,7927,2730,0
5789,6647,18651,12004,0
5790,8253,10742,2489,0
5791,2420,7369,4949,0
5792,1830,15800,13970,0
5793,2974,8874,5900,0
5794,2531,17676,15145,0
5795,2578,7864,5286,0
5796,5892,5022,-870,0
5797,1877,19032,17155,0
5798,7475,12008,4533,0
5799,16579,13102,-3641,1
5800,3209,16342,13133,0
5801,6113,12110,5997,0
5802,250,6171,5921,0
5803,3450,10589,7139,0
5804,4641,19077,14436,0
5805,9609,7710,-1899,0
5806,8284,18421,10137,0
5807,5087,6459,1372,0
5808,3778,15937,12159,0
5809,15019,10754,-5093,1
5810,8005,8048,43,0
